,client_id,gender,car_owner,property_owner,number_of_children,annual_income,income_type,education,marital_status,housing_type,employed_days,work_phone,phone,email_id,number_of_family_members,label,age_in_years,years_of_experience,employment_status
566,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-3003,0,0,1,2,0,26.252054794520546,2.86834399266789,Employed
567,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4039,0,0,0,2,0,34.2,3.3265227227027228,Employed
569,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-282,0,1,0,2,0,32.8054794520548,0.878978236207261,Employed
570,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4491,0,0,0,2,0,41.797260273972604,3.50772142409301,Employed
571,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-1155,0,0,0,2,0,49.07945205479452,1.7788714292055612,Employed
572,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-1220,0,0,0,4,0,33.83013698630137,1.8282411639126435,Employed
574,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-657,0,0,0,2,0,49.85479452054795,1.3416407864998738,Employed
575,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-1203,0,0,0,2,0,47.8986301369863,1.815458732926448,Employed
576,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-712,0,1,0,1,0,46.723287671232875,1.3966692276651795,Employed
577,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2844,0,0,0,2,0,56.62465753424657,2.791376151993459,Employed
578,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,0,0,2,0,58.97808219178082,2.313154757362086,Unemployed
579,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4031,1,0,0,2,0,49.47397260273973,3.3232266874888863,Employed
580,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-3322,0,0,0,3,0,34.43561643835616,3.016847669839115,Employed
581,5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,60.27945205479452,2.313154757362086,Unemployed
582,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2878,0,0,0,2,0,53.37534246575343,2.8080120204246484,Employed
583,5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,60.56712328767123,2.313154757362086,Unemployed
585,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-2760,0,0,0,3,0,32.71506849315068,2.749844329342379,Employed
586,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-2532,1,1,0,3,0,43.88493150684931,2.6338159201754903,Employed
589,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-5408,0,0,0,2,0,37.97534246575343,3.8492126930275474,Employed
590,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-1374,0,0,0,2,0,29.887671232876713,1.940201938367199,Employed
591,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3092,1,1,0,2,0,55.61917808219178,2.910538245189767,Employed
592,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-351,0,0,0,2,0,48.868493150684934,0.9806344046669169,Employed
593,5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.09041095890411,2.313154757362086,Unemployed
594,5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-2993,1,0,0,2,0,26.876712328767123,2.8635642126552705,Employed
595,5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2379,0,0,0,4,0,35.54520547945206,2.5529998470775674,Employed
596,5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-1281,0,0,0,2,0,36.96986301369863,1.873389719491353,Employed
598,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-3002,0,1,0,4,0,32.11780821917808,2.8678663731503558,Employed
599,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-825,1,1,1,2,0,31.824657534246576,1.503420757008077,Employed
600,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2128,0,0,0,3,0,31.854794520547944,2.4145676603279043,Employed
601,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2057,0,0,0,1,0,40.31780821917808,2.37394533179603,Employed
602,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,-1611,1,0,0,1,0,24.512328767123286,2.1008804416570177,Employed
603,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-652,0,0,0,3,0,32.134246575342466,1.3365258582844604,Employed
604,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2537,0,1,0,1,0,43.81917808219178,2.6364151667570965,Employed
605,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-992,0,0,0,4,0,36.865753424657534,1.6485776351685966,Employed
606,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-2331,0,0,0,2,0,53.512328767123286,2.527113248325649,Employed
607,5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,62.632876712328766,2.313154757362086,Unemployed
608,5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,55.32876712328767,2.313154757362086,Unemployed
609,5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4710,1,1,0,3,0,48.5972602739726,3.5922290557592644,Employed
610,5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-1191,0,0,0,3,0,32.10958904109589,1.8063813823858286,Employed
611,5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.57260273972603,2.313154757362086,Unemployed
612,5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-1162,0,0,0,3,0,41.50958904109589,1.7842538058907473,Employed
613,5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,57.64931506849315,2.313154757362086,Unemployed
614,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-923,0,0,0,1,0,35.4027397260274,1.5902097733593739,Employed
615,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3900,0,0,0,3,0,33.66301369863014,3.2687813488897226,Employed
616,5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,365243,0,0,0,2,0,61.83287671232877,2.313154757362086,Unemployed
617,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-219,0,0,0,3,0,30.624657534246577,0.7745966692414834,Employed
618,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-223,0,0,1,2,0,33.59452054794521,0.7816386019827763,Employed
619,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-900,1,0,0,3,0,27.991780821917807,1.570271767770641,Employed
620,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3034,0,0,0,2,0,43.38630136986301,2.883110952967868,Employed
621,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,-3329,0,1,0,3,0,35.775342465753425,3.0200244941399865,Employed
623,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-3503,0,0,0,2,0,53.45479452054794,3.0979445240308294,Employed
624,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-1324,0,0,0,4,0,36.391780821917806,1.904572723808144,Employed
625,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-3112,0,0,1,4,0,42.31232876712329,2.919936197463957,Employed
626,5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2959,0,0,0,2,0,43.9461426596527,2.847252941884246,Employed
627,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-234,0,0,0,2,0,47.726027397260275,0.8006846385506337,Employed
628,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-719,0,0,0,3,0,41.50684931506849,1.4035180845641535,Employed
629,5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,61.205479452054796,2.313154757362086,Unemployed
630,5095930,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,56.416438356164385,2.313154757362086,Unemployed
631,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-217,1,1,0,2,0,43.52602739726027,0.7710515857873619,Employed
632,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2616,1,1,0,3,0,28.186301369863013,2.6771483499558317,Employed
633,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-2330,0,0,0,2,0,56.86027397260274,2.526571123842671,Employed
634,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4410,0,0,1,2,0,46.07397260273972,3.4759447321299453,Employed
635,5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-1587,1,1,0,4,0,27.45205479452055,2.0851727039934733,Employed
636,5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,56.863013698630134,2.313154757362086,Unemployed
637,5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-1537,0,0,0,1,0,35.02465753424657,2.0520621101978342,Employed
638,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1430,0,1,0,1,0,33.082191780821915,1.9793454016866492,Employed
639,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1928,0,1,0,1,0,27.052054794520547,2.298301934216198,Employed
640,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,-2753,0,0,0,3,0,35.74246575342466,2.746354994064798,Employed
641,5096670,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,58.73972602739726,2.313154757362086,Unemployed
642,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-867,0,1,0,3,0,31.172602739726027,1.5412146072995236,Employed
643,5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,61.59178082191781,2.313154757362086,Unemployed
644,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2134,0,0,0,1,0,47.83835616438356,2.417969260033252,Employed
645,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-460,0,0,0,4,0,32.0986301369863,1.122619246495774,Employed
647,5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,1,2,0,55.178082191780824,2.313154757362086,Unemployed
648,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3232,0,0,0,2,0,47.153424657534245,2.9757006772435872,Employed
649,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1505,0,0,0,1,0,25.994520547945207,2.0305880112009125,Employed
650,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-95,0,0,0,1,0,37.06849315068493,0.5101705328640019,Employed
651,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-3690,0,0,0,3,0,36.15890410958904,3.1795579946111836,Employed
654,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3396,0,0,0,4,0,28.438356164383563,3.0502638556428354,Employed
655,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-461,0,0,0,1,0,27.194520547945206,1.1238388223540496,Employed
656,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,-5206,1,0,0,1,0,32.81643835616438,3.776640530766747,Employed
657,5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3173,0,0,0,4,0,43.18082191780822,2.9484149444967045,Employed
658,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-732,0,0,1,3,0,43.298630136986304,1.4161495161369066,Employed
659,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2531,1,0,0,4,0,29.578082191780823,2.6332957629826668,Employed
660,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-432,0,0,0,1,0,43.11506849315069,1.087916193387899,Employed
661,5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2102,1,1,0,3,0,41.66301369863014,2.399771678637166,Employed
663,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-156,0,0,0,2,0,29.564383561643837,0.6537562697779445,Employed
664,5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2199,0,0,0,3,0,53.654794520547945,2.4545177803891693,Employed
665,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-5460,1,1,0,3,0,37.484931506849314,3.8676742507079163,Employed
666,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-1589,0,0,0,1,0,42.271232876712325,2.08648619874042,Employed
667,5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2506,0,0,0,1,0,51.00547945205479,2.6202582744182936,Employed
668,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-3397,0,0,0,2,0,40.5013698630137,3.050712919149964,Employed
669,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-3792,0,0,0,4,0,42.797260273972604,3.22320354552585,Employed
670,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3230,0,1,0,2,0,37.342465753424655,2.974779835297589,Employed
671,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2464,0,1,0,2,0,40.443835616438356,2.5982080231395734,Employed
672,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-1682,0,0,1,2,0,27.794520547945204,2.1466763095730554,Employed
673,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3334,0,1,0,2,0,41.202739726027396,3.022291609911669,Employed
674,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-3110,0,0,0,2,0,57.14520547945205,2.918997763823309,Employed
675,5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,3,0,56.605479452054794,2.313154757362086,Unemployed
676,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-2966,0,0,0,2,0,37.13972602739726,2.85061877445236,Employed
677,5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.68493150684932,2.313154757362086,Unemployed
678,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-3694,1,1,0,2,0,37.583561643835615,3.1812808655014226,Employed
679,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-2257,0,1,0,1,0,41.16986301369863,2.486676827381398,Employed
680,5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,57.87945205479452,2.313154757362086,Unemployed
681,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2728,0,0,0,3,0,36.25479452054795,2.7338567268128235,Employed
682,5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,1,0,2,0,63.75890410958904,2.313154757362086,Unemployed
683,5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,365243,0,0,0,2,0,59.558904109589044,2.313154757362086,Unemployed
685,5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-4161,0,0,0,1,0,46.21369863013699,3.3763886032268267,Employed
689,5041681,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,43.9461426596527,2.313154757362086,Unemployed
